2026-05-16 01:13:24 [INFO    ] yt_downloader: ============================================================
2026-05-16 01:13:24 [INFO    ] yt_downloader: YouTube Automation Workflow Started
2026-05-16 01:13:24 [INFO    ] yt_downloader: Reference image: C:\Users\mohit\Pictures\MEmu Photo\IMG_20260515_231534_845.jpg
2026-05-16 01:13:24 [INFO    ] yt_downloader: Browser mode: HEADED (debugging)
2026-05-16 01:13:24 [INFO    ] yt_downloader: ============================================================
2026-05-16 01:13:24 [INFO    ] yt_downloader: [1/4] Extracting video names from image OCR...
2026-05-16 01:13:43 [INFO    ] yt_downloader: Found 160 potential video titles to search:
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - REAL LIFE 32 26
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - How to Get FREE VPS with 380GB RAM 24 7
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - FREE VPS 2026 Working Method
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - 380GB RAM 20 16
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Build a Complete Al Reward App Without Coding
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Firebase MCP Flutter Full Tutorial 2026
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - A APPLICATON
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Create Movie App Admin Panel on Mobile Using
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - NORE APPLE EEE Google Al Studio Firebase No Coding Tutorial
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - WITH ABME PANEL --
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - ee PII we 27 12
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - IMAGE GENERATION G00gle Colab Image Generator - Al Se Free Me
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Image Kaise Banaye
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - ad Al Tech Gyan
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - HACKING WITH AL Automate Bug Hunting with Al using MCP Kali
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - -- at om Server
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - w MC SERVER 9 TechChip
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - fEA Haran wr f at F feet of sara at Clone ha ae thr - How to
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - 2 Clone Hindi Voice with Al - FREE
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Al Tech Gyan
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Cyber Pathshala
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Claude Code Ollama FREE UNLIMITED CODING
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - No API Key Required
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Al with Hassan
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Student EDU Email Guide 2026 Easy Simple
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Working Method
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Trick by Amit
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Built an Al Agent That Hacks for Me OpenClaw
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Kali Linux
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - GUI via WSL No Dual Boot Kali installation
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Turn Windows Into a Hacking Machine Kali Linux
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - yr A HACKING IS HERE
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - A Cyber Pathshala
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Automation Monetag Adsterra Automation Earning Method
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Ya System 2026 Step by Step guide
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - a Pe Advance Earned
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Ollama on Google Colab, Qwen3 5 9B - Free 16GB
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - OLLAMA GPU
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - IN GOOGLE COLAB Al Tech Gyan
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Finally MINIMAX M2 7 Open Source with FREE API KEY
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Open Source Codedigipt
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - FREEAPI 6 16
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Qwen 3 6 Stop Using Android Studio Build a Real
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Java App Admin Panel Export AAB and APK
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - BUILD REAL APP fama
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - One FULL STACK Project In 30 Min And Get JOB
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Done Genie Ashwani
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Genie Ashwani
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - OpenClaw Full Tutorial 100 FREE Setup AWS
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - OPENCLAW P p
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - naa Al with Hassan
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Sheryians Coding School
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Make n8n Automation on Mobile - FREE
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Complete Tutorial
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Bulld With Mobile
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Run OpenClaw Al Agent Locally on Android for
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - FREE OpenClaw Ollama No API Limits
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - thevoidkernel
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - cory How to hack cctv camera education purpose
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Camera hacking only
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - zr 4F, Firewall Breaker - Ethical Hacking
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - s How Hackers Hack CCTV Cameras in 2026
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - The blackhat venom
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Best low End Emulator For Free Fire Low End PC
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - 2gb Ram Lenovo Android Emulator
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Fusion Arc
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Build a Full Stack Website with ChatGPT Al No
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Code Required Complete Step-by-Step Tutorial
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Free Fire Max Google Play Beta Sprint Problem
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - free fire sprint button problem pc
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - TECHNICAL TOP SUPPORT
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - FASTEST EASIEST Revealing Best Fastest KEYMAPPING Custom
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - C HUD Settings For Free Fire PC BlueStacks 5 MSI
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Google Play Games Beta Pc Free Fire
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Key Mapping free fire pc key mapping
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - googleplayfreefire
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - MP 70 TEACH
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Free Fire PC Key Mapping in Google Play Games
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Beta Best Controls Complete Guide 2025
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Flex Fitzz
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - GOOGLE PLAY GAMES
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - CUSTOM KEY MAPLS2 _
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Writing a Single Line of Code 2026
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - BUILT CUENT
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - pane ei Turned SO Into a Fully Monetized News Website
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Here's My Complete System
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Prompt Minds 2 0
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - crratefsar How to Create and Deploy Website in Google Ai
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - y frm stete 22 Studio
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - CHOCAE 6 OTRO Verena, out OPO SELL
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - - DMarketing Wall
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - ma tw an same Automation Full Course
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Waseem Automation
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - AIOANCE Tested This UGC Al Method against Al Dancing
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - influencer it's working
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Scale Up With Rahul
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - WIERD 100 MO How use Claude Code for FREE Full tutorial to
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - B cLauDE Setup OpenRouter
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - ' DE Nimish Al
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - 2026 Method
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - BB How to Get Free Student Edu Email Github
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Student Developer Pack Azure New 2026 Method
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Cobby Universe
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Built a Real App Using Al No Coding Full
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Aftab Khan
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Hacking Full Process APK Reverse Engineering
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - P7293 298 3 Cyber Pathshala
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - a ANY mee This Is How Hackers Crack Paid Apps APK
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - ULT 6 Ultimate Free Editing Pack SECRET
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - EDITING MATERIAL
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - a Mr Failure XD
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - peated Coding Required
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - w Tech Grow
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - VIRAL STICKMAN VIDEO How to Create Viral Stickman Videos Using Al
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - It's Souvik
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - How To Set Live Wallpaper On PC Windows
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - 10 11 How To Set Live Wallpaper On PC Live
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Wallpaper PC
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Riyaan Ke Tech
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Brand New USA Channel Idea a Deep-Dive
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Case Study Secret Niche Full Step-by-Step
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Real Method Proof 3 Best Niches
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Saddam Buniro
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - SQL Injection Explained Web Security Risks
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Prevention 2026
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - M Security
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - OSINT Basics Phone, Email Domain
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Intelligence Tool Educational
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Free Payment Gateway Script for Website Full
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Source Code Setup Guide 2026
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Tha_perfect_provider
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - NotebookLM Meta Al 1000 Videos God-Level
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - 24 HOUR Tried To Earn From Pinterest Full Step By Step
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Process In 2026
2026-05-16 01:13:43 [INFO    ] yt_downloader:  - Ts Sameer World
2026-05-16 01:13:43 [INFO    ] yt_downloader: [2/4] Initializing browser automation...
2026-05-16 01:13:45 [INFO    ] yt_downloader: [3/4] Searching YouTube for each video title...
2026-05-16 01:13:45 [INFO    ] yt_downloader: Limiting search to first 3 queries for demo/testing.
2026-05-16 01:13:45 [INFO    ] yt_downloader: Processing (1/3): '11 14 tI 46 4 Q'
2026-05-16 01:13:53 [WARNING ] yt_downloader:   -> No video URL found for '11 14 tI 46 4 Q'
2026-05-16 01:13:53 [INFO    ] yt_downloader: Processing (2/3): 'cr Claude Code is FREE UNLIMITED Now No'
2026-05-16 01:14:11 [INFO    ] yt_downloader:   -> Found URL: https://www.youtube.com/watch?v=HF30kXaCHX8&pp=ygUnY3IgQ2xhdWRlIENvZGUgaXMgRlJFRSBVTkxJTUlURUQgTm93IE5v
2026-05-16 01:14:11 [INFO    ] yt_downloader: Processing (3/3): 'REE GPU Needed'
2026-05-16 01:14:34 [INFO    ] yt_downloader:   -> Found URL: https://www.youtube.com/watch?v=pPStdjuYzSI&pp=ygUOUkVFIEdQVSBOZWVkZWQ%3D
2026-05-16 01:14:34 [INFO    ] yt_downloader: [4/4] Saving scraped links to text file...
2026-05-16 01:14:34 [INFO    ] yt_downloader: ✓ Successfully saved 2 links to:
2026-05-16 01:14:34 [INFO    ] yt_downloader:   C:\Users\mohit\Desktop\YT video downloa\New folder\yt copy links.txt
2026-05-16 01:14:34 [INFO    ] yt_downloader: [Lifecycle] Sending first URL to desktop app: https://www.youtube.com/watch?v=HF30kXaCHX8&pp=ygUnY3IgQ2xhdWRlIENvZGUgaXMgRlJFRSBVTkxJTUlURUQgTm93IE5v
2026-05-16 01:14:44 [WARNING ] yt_downloader: Window matching 'video.*down.*stand' not found within 10s
2026-05-16 01:14:44 [ERROR   ] yt_downloader: Failed to send URL to application. Ensure it's open.
2026-05-16 01:14:44 [INFO    ] yt_downloader: ============================================================
2026-05-16 01:14:44 [INFO    ] yt_downloader: Workflow completed successfully!
2026-05-16 01:14:44 [INFO    ] yt_downloader: ============================================================
2026-05-16 01:14:44 [INFO    ] yt_downloader: Cleaning up browser resources...
